4403.25,0,63946
4407.219,0,63943
4411.188,0,63943
4415.156,0,63948
4419.125,0,63948
4423.125,0,63948
4427.062,0,63942
4431,0,63943
4434.938,0,63942
4438.906,0,63944
4442.875,0,63949
4446.844,0,63943
4450.812,0,63944
4454.938,0,63947
4458.875,0,63951
4462.812,0,63949
4466.75,0,63944
4470.625,0,63946
4474.594,0,63947
4478.562,0,63948
4482.531,0,63949
4486.594,0,63947
4490.531,0,63950
4494.469,0,63951
4498.406,0,63950
4502.375,0,63945
4506.344,0,63944
4510.312,0,63942
4514.281,0,63944
4518.281,0,63944
4522.219,0,63942
4526.156,0,63945
4530.094,0,63943
4534.125,0,63942
4538.062,0,63945
4542,0,63947
4545.938,0,63944
4549.906,0,63944
4553.875,0,63945
4557.844,0,63945
4561.812,0,63946
4565.781,0,63946
4569.75,0,63949
4573.719,0,63945
4577.688,0,63950
4581.75,0,63949
4585.688,0,63947
4589.625,0,63948
4593.562,0,63944
4597.469,0,63947
4601.438,0,63948
4605.406,0,63941
4609.375,0,63943
4613.438,0,63944
4617.375,0,63947
4621.312,0,63948
4625.25,0,63944
4629.281,0,63946
4633.219,0,63944
4637.156,0,63947
4641.094,0,63947
4645.062,0,63949
4649.031,0,63946
4653,0,63946
4656.969,0,63942
4661,0,63946
4664.938,0,63947
4668.875,0,63945
4672.812,0,63946
4676.781,0,63950
4680.75,0,63945
4684.719,0,63942
4688.688,0,63945
4692.719,0,63944
4696.656,0,63944
4700.594,0,63943
4704.531,0,63945
4708.5,0,63945
4712.469,0,63944
4716.438,0,63946
4720.406,0,63945
4724.438,0,63945
4728.375,0,63945
4732.312,0,63944
4736.25,0,63946
4740.219,0,63947
4744.188,0,63949
4748.156,0,63943
4752.125,0,63944
4756.156,0,63946
4760.094,0,63946
4764.031,0,63947
4767.969,0,63952
4771.938,0,63952
4775.906,0,63951
4779.875,0,63950
4783.844,0,63942
4787.875,0,63946
4791.812,0,63945
4795.75,0,63946
4799.688,0,63944
4803.719,0,63945
4807.656,0,63948
4811.594,0,63946
4815.531,0,63946
4819.5,0,63948
4823.469,0,63948
4827.438,0,63949
4831.406,0,63949
4835.375,0,63949
4839.344,0,63947
4843.312,0,63949
4847.281,0,63949
4851.312,0,63950
4855.25,0,63945
4859.188,0,63949
4863.125,0,63945
4867.156,0,63946
4871.094,0,63945
4875.031,0,63943
4878.969,0,63946
4882.938,0,63945
4886.906,0,63944
4890.875,0,63948
4894.844,0,63943
4898.875,0,63948
4902.812,0,63944
4906.75,0,63948
4910.688,0,63949
4914.688,0,63948
4918.656,0,63949
4922.625,0,63944
4926.594,0,63944
4930.594,0,63945
4934.531,0,63944
4938.469,0,63941
4942.406,0,63949
4946.375,0,63948
4950.344,0,63948
4954.312,0,63949
4958.281,0,63946
4962.312,0,63944
4966.25,0,63946
4970.188,0,63946
4974.125,0,63946
4978.156,0,63949
4982.094,0,63948
4986.031,0,63949
4989.969,0,63949
4994,0,63951
4997.938,0,63945
5001.875,0,63950
5005.812,0,63947
5009.781,0,63948
5013.75,0,63948
5017.719,0,63947
5021.688,0,63947
5025.75,0,63946
5029.688,0,63947
5033.625,0,63945
5037.562,0,63944
5041.594,0,63943
5045.531,0,63941
5049.469,0,63942
5053.406,0,63944
5057.375,0,63944
5061.344,0,63940
5065.312,0,63946
5069.281,0,63944
5073.344,0,63943
5077.281,0,63946
5081.219,0,63945
5085.156,0,63946
5089.094,0,63942
5093.062,0,63945
5097.031,0,63945
5101,0,63945
5104.969,0,63948
5108.938,0,63947
5112.906,0,63952
5116.875,0,63951
5120.906,0,63951
5124.844,0,63951
5128.781,0,63950
5132.719,0,63948
5136.75,0,63948
5140.688,0,63948
5144.625,0,63945
5148.562,0,63945
5152.531,0,63947
5156.5,0,63942
5160.469,0,63945
5164.438,0,63944
5168.469,0,63948
5172.406,0,63947
5176.344,0,63949
5180.281,0,63949
5184.312,0,63945
5188.25,0,63946
5192.188,0,63948
5196.125,0,63948
5200.156,0,63949
5204.125,0,63950
5208.094,0,63945
5212.062,0,63950
5215.938,0,63945
5219.906,0,63946
5223.875,0,63946
5227.844,0,63945
5231.906,0,63946
5235.844,0,63945
5239.781,0,63945
5243.719,0,63946
5247.75,0,63950
5251.688,0,63949
5255.625,0,63949
5259.562,0,63950
5263.594,0,63949
5267.531,0,63946
5271.469,0,63949
5275.406,0,63950
5279.406,0,63950
5283.375,0,63946
5287.344,0,63950
5291.312,0,63949
5295.344,0,63948
5299.281,0,63946
5303.219,0,63947
5307.156,0,63947
5311.188,0,63944
5315.125,0,63948
5319.062,0,63943
5323,0,63946
5326.969,0,63944
5330.938,0,63945
5334.906,0,63944
5338.875,0,63949
5342.844,0,63948
5346.812,0,63945
5350.781,0,63948
5354.75,0,63948
5358.781,0,63950
5362.719,0,63945
5366.656,0,63946
5370.594,0,63943
5374.562,0,63945
5378.531,0,63944
5382.5,0,63946
5386.469,0,63947
5390.5,0,63944
5394.438,0,63944
5398.375,0,63946
5402.312,0,63948
5406.344,0,63949
5410.281,0,63948
5414.219,0,63948
5418.156,0,63946
5422.125,0,63947
5426.094,0,63948
5430.062,0,63952
5434.031,0,63951
5438.062,0,63949
5442,0,63950
5445.938,0,63952
5449.875,0,63950
5453.906,0,63945
5457.844,0,63944
5461.781,0,63947
5465.719,0,63944
5469.688,0,63945
5473.656,0,63943
5477.625,0,63944
5481.594,0,63944
5485.625,0,63947
