9005.062,151000,132000,200561.7112,0.718360957,3.75E-06,-3.28E-06,4.99E-06,-0.718360957
9038.688,152000,131000,200661.4064,0.711328968,3.77E-06,-3.25E-06,4.98E-06,-0.711328968
9072.156,151000,131000,199904.9774,0.714594731,3.78E-06,-3.28E-06,5.00E-06,-0.714594731
9105.75,151000,132000,200561.7112,0.718360957,3.75E-06,-3.28E-06,4.99E-06,-0.718360957
9139.406,152000,131000,200661.4064,0.711328968,3.77E-06,-3.25E-06,4.98E-06,-0.711328968
9172.875,151000,131000,199904.9774,0.714594731,3.78E-06,-3.28E-06,5.00E-06,-0.714594731
9206.375,151000,132000,200561.7112,0.718360957,3.75E-06,-3.28E-06,4.99E-06,-0.718360957
9239.969,152000,132000,201315.6725,0.715091699,3.75E-06,-3.26E-06,4.97E-06,-0.715091699
9273.594,152000,131000,200661.4064,0.711328968,3.77E-06,-3.25E-06,4.98E-06,-0.711328968
9307.062,151000,131000,199904.9774,0.714594731,3.78E-06,-3.28E-06,5.00E-06,-0.714594731
9340.781,151000,132000,200561.7112,0.718360957,3.75E-06,-3.28E-06,4.99E-06,-0.718360957
9374.125,152000,131000,200661.4064,0.711328968,3.77E-06,-3.25E-06,4.98E-06,-0.711328968
9407.906,151000,131000,199904.9774,0.714594731,3.78E-06,-3.28E-06,5.00E-06,-0.714594731
9441.281,151000,131000,199904.9774,0.714594731,3.78E-06,-3.28E-06,5.00E-06,-0.714594731
9475.031,151000,131000,199904.9774,0.714594731,3.78E-06,-3.28E-06,5.00E-06,-0.714594731
9508.344,151000,130000,199251.0979,0.710803732,3.80E-06,-3.27E-06,5.02E-06,-0.710803732
9542,150000,130000,198494.3324,0.714090699,3.81E-06,-3.30E-06,5.04E-06,-0.714090699
9575.5,150000,131000,199150.6967,0.717885267,3.78E-06,-3.30E-06,5.02E-06,-0.717885267
9609.188,151000,131000,199904.9774,0.714594731,3.78E-06,-3.28E-06,5.00E-06,-0.714594731
9642.594,150000,130000,198494.3324,0.714090699,3.81E-06,-3.30E-06,5.04E-06,-0.714090699
9676.25,149000,130000,197739.7279,0.717402788,3.81E-06,-3.32E-06,5.06E-06,-0.717402788
9709.688,150000,131000,199150.6967,0.717885267,3.78E-06,-3.30E-06,5.02E-06,-0.717885267
9743.344,151000,130000,199251.0979,0.710803732,3.80E-06,-3.27E-06,5.02E-06,-0.710803732
9776.781,150000,129000,197840.8451,0.710271007,3.83E-06,-3.30E-06,5.05E-06,-0.710271007
9810.438,149000,130000,197739.7279,0.717402788,3.81E-06,-3.32E-06,5.06E-06,-0.717402788
9843.906,150000,130000,198494.3324,0.714090699,3.81E-06,-3.30E-06,5.04E-06,-0.714090699
9877.531,150000,128000,197190.2635,0.706426056,3.86E-06,-3.29E-06,5.07E-06,-0.706426056
9911.156,148000,128000,195673.1969,0.713060833,3.87E-06,-3.34E-06,5.11E-06,-0.713060833
9944.625,148000,129000,196328.8058,0.716913375,3.84E-06,-3.35E-06,5.09E-06,-0.716913375
9978.312,149000,129000,197083.7385,0.713579451,3.84E-06,-3.32E-06,5.07E-06,-0.713579451
10011.719,149000,128000,196430.6493,0.709730634,3.86E-06,-3.32E-06,5.09E-06,-0.709730634
10045.438,148000,128000,195673.1969,0.713060833,3.87E-06,-3.34E-06,5.11E-06,-0.713060833
10078.844,148000,129000,196328.8058,0.716913375,3.84E-06,-3.35E-06,5.09E-06,-0.716913375
10112.562,149000,129000,197083.7385,0.713579451,3.84E-06,-3.32E-06,5.07E-06,-0.713579451
10145.906,149000,128000,196430.6493,0.709730634,3.86E-06,-3.32E-06,5.09E-06,-0.709730634
10179.688,148000,128000,195673.1969,0.713060833,3.87E-06,-3.34E-06,5.11E-06,-0.713060833
10213.062,148000,128000,195673.1969,0.713060833,3.87E-06,-3.34E-06,5.11E-06,-0.713060833
10246.875,148000,129000,196328.8058,0.716913375,3.84E-06,-3.35E-06,5.09E-06,-0.716913375
10280.156,149000,127000,195780.4893,0.705856196,3.89E-06,-3.31E-06,5.11E-06,-0.705856196
10313.781,147000,127000,194262.7087,0.712534683,3.90E-06,-3.37E-06,5.15E-06,-0.712534683
10347.281,147000,127000,194262.7087,0.712534683,3.90E-06,-3.37E-06,5.15E-06,-0.712534683
10380.906,147000,128000,194917.9314,0.716416877,3.87E-06,-3.37E-06,5.13E-06,-0.716416877
10414.375,148000,128000,195673.1969,0.713060833,3.87E-06,-3.34E-06,5.11E-06,-0.713060833
10448,148000,127000,195020.5117,0.709182446,3.89E-06,-3.34E-06,5.13E-06,-0.709182446
10481.688,147000,127000,194262.7087,0.712534683,3.90E-06,-3.37E-06,5.15E-06,-0.712534683
10515.156,147000,126000,193610.4336,0.708626272,3.92E-06,-3.36E-06,5.17E-06,-0.708626272
10548.625,146000,127000,193507.1058,0.715913139,3.90E-06,-3.39E-06,5.17E-06,-0.715913139
10582.25,147000,127000,194262.7087,0.712534683,3.90E-06,-3.37E-06,5.15E-06,-0.712534683
10615.906,147000,126000,193610.4336,0.708626272,3.92E-06,-3.36E-06,5.17E-06,-0.708626272
10649.281,146000,126000,192852.2751,0.712000838,3.93E-06,-3.39E-06,5.19E-06,-0.712000838
10683,146000,127000,193507.1058,0.715913139,3.90E-06,-3.39E-06,5.17E-06,-0.715913139
10716.406,147000,126000,193610.4336,0.708626272,3.92E-06,-3.36E-06,5.17E-06,-0.708626272
